TCM_symptom_id,TCM_symptom_name,Symptom_pinYin,Symptom_definition,Symptom_locus,Symptom_property,Type,Version,Suppress
114,喘咳,Chuan Ke,咳，指呼吸器官受刺激而引起一种反射作用。把吸入的气急急呼出，同时发声，能清除呼吸道中的异物或痰，也是某些病的症状,肺,伏痰,Ontological terms,"v1,v2",0
115,喘满,Chuan Man,心下痞坚，面色黧黑，其脉沉紧是征象.木防己汤是治疗方药.,肺,伏痰,Ontological terms,"v1,v2",0
116,喘嗽,Chuan Sou,气喘咳嗽,肺,气逆,Ontological terms,"v1,v2",0
117,喘息,Chuan Xi,急促的呼吸；急促呼吸。,肺,气逆,Ontological terms,"v1,v2",0
118,疮毒,Chuang Du,诸疮毒肿。 明 李时珍 《本草纲目·虫二·蝎》：“诸疮毒肿。全蝎七枚，卮子七个，麻油煎黑，去滓，入黄蜡，化成膏，傅之。” 贾祖璋 《蝎子》：“蝎子很早就供药用，主治惊风抽搐、带下、疮毒等症。”孙氏疮毒中药膏是祖传百年，专治疮毒的秘方药物，主要的功能是提脓生肌，去腐消炎，敛疮消肿，对于各种疑难疮毒，包括带状疱疹，瘘疮，须疮，坐板疮，镰疮等疮痈疖肿均有非常好的疗效。,皮肤,热毒,Ontological terms,"v1,v2",0
119,疮疖痈肿,Chuang Jie Yong Zhong,疮疖痈肿，系热毒壅滞肌肤所致之化脓性疾患。疮者，浅表红肿热痛，形小根浅；疖者，突起根浅，脓出即愈；痈者，红肿高大，焮热疼痛，根盘紧束，易脓易溃；肿者，局部漫肿无头，皮色不变或焮赤。其病机为外感六淫化火，或过食膏粱厚味，致热毒内蕴，气血凝滞，营卫失和，腐肉成脓。,皮肤,热毒,Ontological terms,"v1,v2",0
120,疮疖肿毒,Chuang Jie Zhong Du,疮疖肿毒，乃热毒蕴结肌肤所致。其症见局部皮肤红肿灼痛，突起根浅，形如粟米或豆粒，或见脓头，溃后脓出则愈。病机多因外感风热火毒，或内蕴湿热，致气血凝滞，经络壅遏而成。,皮肤,热毒,Ontological terms,"v1,v2",0
121,疮疖肿痛,Chuang Jie Zhong Tong,疮疖肿痛指皮肤局部红肿热痛、突起根浅之化脓性疾患，多由热毒壅滞肌肤、气血凝滞所致。,皮肤,热毒,Synonymous terms,"v1,v2",0
122,疮口久不愈合,Chuang Kou Jiu Bu Yu He,疮口久不愈合，指皮肤疮疡、溃疡或外伤后，创面逾月或更长时间未能收口生肌。临床表现为疮口暗淡、脓液清稀、肉芽苍白水肿、触之不痛或痛缓。其病机多因气虚不能托毒外出，亦无力生肌敛疮，致气血难充，营卫不周，疮口缠绵难愈。,皮肤,气虚,Ontological terms,"v1,v2",0
123,疮面久溃不敛,Chuang Mian Jiu Kui Bu Lian,疮面久溃不敛，因气虚不能托毒生肌，致疮口迁延难愈。,皮肤,气虚,Synonymous terms,"v1,v2",0
124,疮面疼痛,Chuang Mian Teng Tong,疮面疼痛因气虚失于温煦与固摄，致气血不荣、邪滞难去，故痛势绵绵，遇劳加重。,皮肤,气虚,Synonymous terms,"v1,v2",0
125,疮面鲜活,Chuang Mian Xian Huo,疮面鲜活，指皮肤疮疡色红润泽、渗出黄稠，为湿热蕴结、气血未衰之象，提示邪实正未虚，病势尚在进展。,皮肤,湿热,Synonymous terms,"v1,v2",0
126,疮色鲜活,Chuang Se Xian Huo,疮色鲜活，指疮面色泽红润、脓汁稠厚黄亮，为湿热毒邪壅盛、气血充盈之象，多见于阳证疮疡初起或成脓期。,皮肤,湿热,Synonymous terms,"v1,v2",0
127,疮癣,Chuang Xian,疮癣，乃热毒蕴结皮肤所致。其症见皮肤起红斑、丘疹、水疱，或糜烂渗液，瘙痒无度，甚则蔓延成片，结痂脱屑。病机多因风热湿毒外侵，或嗜食辛辣厚味，致脾胃湿热内生，郁于肌肤，日久化毒，气血壅滞而成。,皮肤,热毒,Ontological terms,"v1,v2",0
128,疮疡,Chuang Yang,疮疡是指各种致病因素侵袭人体后引起的一切体表化脓感染性疾病的总称，包括急性和慢性两大类。中国古代用以泛指多种外科疾患，后世将外科分为疮疡与杂证两大类。疮疡多由毒邪内侵，邪热灼血，以致气血凝滞而成。其包括了体表上的肿疡及溃疡、痈、疽、疔疮、疖肿、流注、流痰、瘰疬及有关皮肤病的内容，是中医外科疾病中最常见的一大类病证，具有发病迅速，部分病情较重等特点，在面部可引起疔疮走黄（西医称为败血症或脓毒败血症），在手、足易引起伤筋损骨的严重后果。创伤出现感染以后，就形成了疮疡。,皮肤,热毒,Ontological terms,"v1,v2",0
129,疮疡不敛,Chuang Yang Bu Lian,疮疡不敛，指皮肤疮疡溃后，久不收口，脓水清稀，或肉芽苍白、生长迟缓之候。多因气虚不运，气血亏耗，无力托毒生肌，致疮口难敛。其病位在皮肤，病性属虚，常伴神疲乏力、面色萎黄等症。,皮肤,气虚,Ontological terms,"v1,v2",0
130,疮疡久溃不敛,Chuang Yang Jiu Kui Bu Lian,疮疡久溃不敛，指疮疡溃后，脓水清稀，日久不愈，疮口难敛，或伴肉色淡白、神疲乏力、少气懒言。其病位在皮肤，病性属气虚。多因气血亏虚，正气不足，无力托毒生肌，致疮口失于濡养，故溃口迁延难愈。,皮肤,气虚,Ontological terms,"v1,v2",0
131,疮疡溃烂,Chuang Yang Kui Lan,疮疡溃烂，乃湿热毒邪蕴结皮肤，气血壅滞，腐肉败血，致疮口破溃、脓水浸淫不愈。,皮肤,湿热,Synonymous terms,"v1,v2",0
132,疮疡肿痛,Chuang Yang Zhong Tong,疮疡肿痛，指皮肤局部红肿高突、灼热疼痛，甚则溃破流脓之症。多因热毒壅滞肌肤，气血凝滞，肉腐成脓所致。其肿势局限，皮色焮赤，按之应指，痛如针刺，常伴发热口渴、便秘溲黄等全身热象。,皮肤,热毒,Ontological terms,"v1,v2",0
133,疮痈肿痛,Chuang Yong Zhong Tong,疮痈肿痛，指皮肤局部红肿高突、灼热疼痛，甚则溃破流脓之证。多因外感六淫化火，或饮食不节、情志内伤，致热毒壅滞肌肤，气血凝滞，肉腐成脓。其症初起如粟，焮赤肿硬，痛如鸡啄，脓成则按之中软，溃后脓出痛减。,皮肤,热毒,Ontological terms,"v1,v2",0
134,疮肿,Chuang Zhong,疮疖溃疡之疾,皮肤,热毒,Ontological terms,"v1,v2",0
135,创伤出血,Chuang Shang Chu Xie,创伤出血，系指外力损伤皮肉脉络，血溢脉外，停积于肌肤腠理之间。其症见局部皮肤破损，血色初鲜后暗，或见青紫瘀肿，疼痛固定不移，触之或有硬结。病机为金刃跌扑致脉络破损，血离经脉，滞而不行，瘀血内阻，新血难归，故见肿痛瘀斑。,皮肤,瘀血,Ontological terms,"v1,v2",0
136,唇干,Chun Gan,因为秋高气爽，干燥多风，很多人都会觉得嘴唇发干，出现皲裂，这种现象称为唇干。,脾,肺燥,Synonymous terms,"v1,v2",0
137,唇甲出血,Chun Jia Chu Xie,唇甲出血，因脾虚失于统摄，血不循经，溢于脉络之外，故见唇、甲下出现瘀点或出血。,脾,脾虚,Synonymous terms,"v1,v2",0
138,唇甲色淡,Chun Jia Se Dan,唇甲色淡是指嘴唇和指甲的颜色发白，变淡。唇甲色淡是血虚的主要症状。血虚是指血液亏虚，血的营养和滋润功能减退，以致脏腑百脉、形体器官失养的病理变化。,脾,脾虚,Synonymous terms,"v1,v2",0
139,刺痛,Ci Tong,刺激皮肉而感到疼痛：感到剧烈的烧灼样的疼痛,,瘀血,Ontological terms,"v1,v2",0
140,猝然昏倒,Cu Ran Hun Dao,猝然昏倒，指患者突发神识昏蒙、不省人事，移时或经治可苏醒，甚则一厥不复。其病位在心脑，病性属气逆，多因肝阳暴亢、气血并走于上，或痰火内扰、蒙蔽清窍，致机窍闭塞、神机失用。临床常伴面赤气粗、喉中痰鸣、肢体强痉或抽搐等症。,心脑,气逆,Ontological terms,"v1,v2",0
141,窜痛,Cuan Tong,疼痛部位走窜不定，病人可感觉到疼痛的窜动。,肝,气滞,Synonymous terms,"v1,v2",0
142,挫伤筋骨,Cuo Shang Jin Gu,挫伤筋骨是指外力损伤导致筋骨脉络受损，气血运行不畅，局部出现肿胀、疼痛、活动受限，其核心病机为血瘀阻滞。,,血瘀,Synonymous terms,"v1,v2",0
143,大便不畅,Da Bian Bu Chang,大肠气机郁滞，传导失司，故排便涩滞不爽，属气秘之象。,大肠,气滞,Synonymous terms,"v1,v2",0
144,大便不利,Da Bian Bu Li,大肠气机壅滞，传导失司，以致排便不畅或艰涩难下，常伴腹胀、嗳气等症。,大肠,气滞,Synonymous terms,"v1,v2",0
145,大便不爽,Da Bian Bu Shuang,大便不爽，指排便涩滞不畅、黏滞难尽之感，常伴大便质黏、色黄褐、臭秽，或里急后重。病位在大肠，病性属湿热。湿热蕴结大肠，气机壅滞，传导失司，故排便不爽；湿性黏滞，热性急迫，故便黏难解、肛门灼热。,大肠,湿热,Ontological terms,"v1,v2",0
146,大便不调,Da Bian Bu Diao,大便不调指排便节律、质地或通爽度异常，病在大肠传导失司，因肝郁气滞，疏泄不及，致气机壅滞，腑气不畅。,大肠,肝郁,Synonymous terms,"v1,v2",0
147,大便不通,Da Bian Bu Tong,俗称便秘。是指人体在精神影响下或者饮食问题所导致排便困难,大肠,津亏,Ontological terms,"v1,v2",0
148,大便不下,Da Bian Bu Xia,大肠津液亏耗，肠道失于濡润，传导失司，故见大便干结难下。,大肠,津亏,Synonymous terms,"v1,v2",0
149,大便臭秽,Da Bian Chou Hui,大便臭秽，乃湿热蕴结大肠，腐熟传导失司，秽浊之气下注所致。,大肠,湿热,Synonymous terms,"v1,v2",0
150,大便出血,Da Bian Chu Xie,血液从肛门排出，粪便颜色呈鲜红、暗红或柏油样（黑便），均称为便血。便血只是一个症状，并非一种疾病。便血多见于下消化道出血，特别是结肠与直肠病变的出血，但亦可见于上消化道出血。便血的颜色取决于消化道出血的部位、出血量与血液在胃肠道停留的时间。便血伴有皮肤、黏膜或其他器官出血现象者，多见于血液系统疾病及其他全身性疾病，如白血病、弥散性血管内凝血等。,大肠,湿热,Ontological terms,"v1,v2",0
151,大便次数增多 ,Da Bian Ci Shu Zeng Duo  ,大便次数增多，指排便频次明显超过平日，每日二三次或更多，粪质多稀溏或不成形，甚则如水样。其病位在大肠，病性属脾虚。多因脾气虚弱，运化失职，水湿内停，下注大肠，传导失常所致。常伴神疲乏力、纳少腹胀、面色萎黄等症。,大肠,脾虚,,v1,1
152,大便干,Da Bian Gan,大肠津液亏耗，肠道失于濡润，传导不利，故大便干燥坚硬，排出困难。,大肠,津亏,Synonymous terms,"v1,v2",0
153,大便干结,Da Bian Gan Jie,大肠津液亏耗，肠道失于濡润，传导不利，故大便干燥坚硬、排出困难。,大肠,津亏,Synonymous terms,"v1,v2",0
154,大便干结难下,Da Bian Gan Jie Nan Xia,大肠津液亏耗，肠道失于濡润，传导失职，故见大便干燥坚硬、排出困难。,大肠,津亏,Synonymous terms,"v1,v2",0
155,大便干燥,Da Bian Gan Zao,大便干燥多见于中老年人，主要表现为大便困难，便秘，甚至大便带血等，这与饮食和不良生活习惯有关。,大肠,津亏,Synonymous terms,"v1,v2",0
156,大便困难,Da Bian Kun Nan,排便疼痛剧烈，便纸上有血迹这种情况的可能性最大，尤其是有便秘的年轻女性绝大多数是肛裂，若早点治疗，处理得当，可以不形成溃疡。,大肠,津亏,Synonymous terms,"v1,v2",0
157,大便秘结,Da Bian Mi Jie,老年人便秘是指排便次数减少，同时排便困难、粪便干结。正常人每天排便1～2次或2～3天排便1次，便秘患者每周排便少于2次，并且排便费力，粪质硬结、量少。便秘是老年人常见的症状，约1/3的老年人出现便秘，严重影响老年人的生活质量。,大肠,津亏,Ontological terms,"v1,v2",0
158,大便黏滞,Da Bian Nian Zhi,湿热蕴结大肠，气机不畅，传导失常，故大便黏滞不爽，排便困难，常伴肛门灼热。,大肠,湿热,Synonymous terms,"v1,v2",0
159,大便黏滞不爽 ,Da Bian Nian Zhi Bu Shuang  ,湿热蕴结大肠，气机阻滞，传导失司，故大便排出不畅、黏滞不爽，如胶着于肠腑。,大肠,湿热,Synonymous terms,"v1,v2",0
160,大便脓血,Da Bian Nong Xie,湿热蕴结大肠，灼伤血络，腐化为脓，故见大便中混杂脓血，里急后重。,大肠,湿热,Synonymous terms,"v1,v2",0
161,大便清稀,Da Bian Qing Xi,脾虚运化失职，水湿下注大肠，故见大便清稀，完谷不化。,大肠,脾虚,Synonymous terms,"v1,v2",0
162,大便失调,Da Bian Shi Diao,肝郁气滞，疏泄失常，致大肠传导失司，表现为排便不爽、时干时稀或欲便不得。,大肠,肝郁,Synonymous terms,"v1,v2",0
163,大便酸臭,Da Bian Suan Chou,大便酸臭是由于食物中蛋白质没有完全被肠道吸收，而被细菌分解或者是脂肪、糖消化或吸收不良导致的大便有酸臭的气味，患者可自行发现或在粪便常规检查时发现。,大肠,火热,Synonymous terms,"v1,v2",0
164,大便溏雹,Da Bian Tang Bao,大便溏雹指脾虚失运、水湿下注大肠，致大便稀薄不成形，状如鸭溏，常伴腹胀纳少。,大肠,脾虚,Synonymous terms,"v1,v2",0
165,大便溏薄,Da Bian Tang Bo,大便溏薄，指大便稀软不成形，因脾虚运化失职，湿浊下注大肠所致。,大肠,脾虚,Synonymous terms,"v1,v2",0
166,大便溏软,Da Bian Tang Ruan,大便溏软，指粪便稀软不成形，多因脾虚失运、水湿下注大肠所致。,大肠,脾虚,Synonymous terms,"v1,v2",0
167,大便溏泻,Da Bian Tang Xie,大便溏泻，指大便稀薄不成形，甚则如水样，排便次数增多，但无脓血及里急后重。病位在大肠，病性属脾虚。多因脾气虚弱，运化失职，水湿内停，下注大肠所致。常伴纳少、腹胀、神疲乏力、面色萎黄等症。,大肠,脾虚,Ontological terms,"v1,v2",0
168,大便稀薄如水样,Da Bian Xi Bo Ru Shui Yang,脾虚运化失职，水湿内停下注大肠，故见大便稀薄如水样，乃湿盛困脾之候。,大肠,脾虚湿盛,Synonymous terms,"v1,v2",0
169,大便稀溏,Da Bian Xi Tang,脾虚运化失职，水湿内停下注大肠，致大便稀软不成形、溏薄易解。,大肠,脾虚,Synonymous terms,"v1,v2",0
170,大便泄泻,Da Bian Xie Xie,脾虚运化失职，水湿下注大肠，传导失常，故见大便稀溏或泄泻。,大肠,脾虚,Synonymous terms,"v1,v2",0
171,大便燥结,Da Bian Zao Jie,大便燥结，证名。大便干燥秘结。见《名医类案·秘结》。详大便秘结条。,大肠,津亏,Ontological terms,"v1,v2",0
172,带下,Dai Xia,泛指妇科疾病，狭义则专指白带的量色质气味发生异常的疾病。正常白带由前庭大腺分泌物、阴道黏膜渗出物、宫颈及子宫内膜腺体分泌物等混合形成白带。正常白带呈白色黏液状或蛋清样，量少，无异味，称生理性白带。白带的量明显增多，色、质、气味发生异常，或伴全身、局部症状者，称为“带下病”，又称“下白物”、“流秽物”。造成白带异常，也就是病理性白带的原因很多，多数白带异常为感染或炎症引起，如滴虫性阴道炎、霉菌性阴道炎、老年性阴道炎、子宫颈糜烂、子宫内膜炎、也有部分由于宫内节育器、子宫颈息肉、宫颈癌等其他疾病引起。临床表现常见白带增多、绵绵不断、腰痛、神疲等，或见赤白相兼，或五色杂下，或脓浊样，有臭气等。,子宫,湿热,Ontological terms,"v1,v2",0
173,带下白浊,Dai Xia Bai Zhuo,带下白浊，指妇人阴道中流出稠浊如米泔或腐渣样物，色白或微黄，气味腥臭，伴阴痒、小腹坠胀、小便短赤。其病位在子宫，病性属湿热。多因嗜食肥甘厚味，或外感湿热之邪，蕴结下焦，损伤任带二脉，致湿热下注，秽浊下流而成。,子宫,湿热,Ontological terms,"v1,v2",0
174,带下病,Dai Xia Bing,带下的量、色、质、味发生异常，或伴全身、局部症状者，称为“带下病”。本病可见于现代医学的阴道炎、子宫颈炎、盆腔炎、卵巢早衰、闭经、不孕、妇科肿瘤等疾病引起的带下增多或减少。,子宫,湿热,Synonymous terms,"v1,v2",0
175,带下量多,Dai Xia Liang Duo,带下量多，指阴道内流出黏稠或清稀分泌物，其量明显超出正常生理范围，常伴色、质、气味异常。病位在子宫，病机为任脉失约，带脉不固，多因脾肾亏虚、湿热下注或寒湿内侵，致水湿浊液下注胞宫，任脉约束无权，带下绵绵不绝。,子宫,任脉失约,Ontological terms,"v1,v2",0
